rasn,prefix,as_path
1360,1.2.0.0/16,"(1360, 23248, 3356, 10886, 27)"
1361,1.2.0.0/16,"(1361, 136145, 24323, 138915, 293, 10886, 27)"
1378,1.2.0.0/16,"(1378, 174, 10886, 27)"
1379,1.2.0.0/16,"(1379, 3356, 10886, 27)"
1380,1.2.0.0/16,"(1380, 3356, 10886, 27)"
1387,1.2.0.0/16,"(1387, 701, 3257, 10886, 27)"
1401,1.2.0.0/16,"(1401, 209, 3257, 10886, 27)"
1403,1.2.0.0/16,"(1403, 42, 10886, 27)"
1406,1.2.0.0/16,"(1406, 174, 10886, 27)"
1407,1.2.0.0/16,"(1407, 3356, 10886, 27)"
1410,1.2.0.0/16,"(1410, 2152, 25)"
1411,1.2.0.0/16,"(1411, 174, 10886, 27)"
1412,1.2.0.0/16,"(1412, 2914, 293, 10886, 27)"
1414,1.2.0.0/16,"(1414, 701, 3257, 10886, 27)"
1415,1.2.0.0/16,"(1415, 3356, 10886, 27)"
1416,1.2.0.0/16,"(1416, 6325, 293, 10886, 27)"
1419,1.2.0.0/16,"(1419, 174, 10886, 27)"
1420,1.2.0.0/16,"(1420, 40948, 1828, 2152, 25)"
1421,1.2.0.0/16,"(1421, 6939, 2152, 25)"
1422,1.2.0.0/16,"(1422, 174, 10886, 27)"
1423,1.2.0.0/16,"(1423, 174, 10886, 27)"
1426,1.2.0.0/16,"(1426, 293, 10886, 27)"
1428,1.2.0.0/16,"(1428, 3356, 10886, 27)"
1430,1.2.0.0/16,"(1430, 6079, 42, 10886, 27)"
1432,1.2.0.0/16,"(1432, 237, 293, 10886, 27)"
1437,1.2.0.0/16,"(1437, 40264, 20115, 2152, 25)"
1438,1.2.0.0/16,"(1438, 20115, 2152, 25)"
1439,1.2.0.0/16,"(1439, 174, 10886, 27)"
1441,1.2.0.0/16,"(1441, 6939, 2152, 25)"
1442,1.2.0.0/16,"(1442, 174, 10886, 27)"
1443,1.2.0.0/16,"(1443, 174, 10886, 27)"
1445,1.2.0.0/16,"(1445, 286, 10886, 27)"
1446,1.2.0.0/16,"(1446, 209, 3257, 10886, 27)"
1447,1.2.0.0/16,"(1447, 3356, 10886, 27)"
1448,1.2.0.0/16,"(1448, 293, 10886, 27)"
1449,1.2.0.0/16,"(1449, 3356, 10886, 27)"
1492,1.2.0.0/16,"(1492, 1299, 10886, 27)"
1508,1.2.0.0/16,"(1508, 668, 49544, 2152, 25)"
1523,1.2.0.0/16,"(1523, 1299, 10886, 27)"
1547,1.2.0.0/16,"(1547, 14907, 2152, 25)"
1603,1.2.0.0/16,"(1603, 40581, 6939, 2152, 25)"
1604,1.2.0.0/16,"(1604, 577, 174, 10886, 27)"
1605,1.2.0.0/16,"(1605, 174, 10886, 27)"
1606,1.2.0.0/16,"(1606, 25956, 174, 10886, 27)"
1609,1.2.0.0/16,"(1609, 701, 3257, 10886, 27)"
1610,1.2.0.0/16,"(1610, 174, 10886, 27)"
1611,1.2.0.0/16,"(1611, 398563, 3257, 10886, 27)"
1614,1.2.0.0/16,"(1614, 15164, 14907, 2152, 25)"
1615,1.2.0.0/16,"(1615, 701, 3257, 10886, 27)"
1616,1.2.0.0/16,"(1616, 174, 10886, 27)"
1617,1.2.0.0/16,"(1617, 46887, 2906, 2152, 25)"
1620,1.2.0.0/16,"(1620, 13767, 6939, 2152, 25)"
1621,1.2.0.0/16,"(1621, 3356, 10886, 27)"
1622,1.2.0.0/16,"(1622, 174, 10886, 27)"
1627,1.2.0.0/16,"(1627, 22773, 49544, 2152, 25)"
1631,1.2.0.0/16,"(1631, 15830, 42, 10886, 27)"
1632,1.2.0.0/16,"(1632, 7018, 3257, 10886, 27)"
1633,1.2.0.0/16,"(1633, 852, 2635, 2152, 25)"
1634,1.2.0.0/16,"(1634, 11260, 49544, 2152, 25)"
1635,1.2.0.0/16,"(1635, 174, 10886, 27)"
1638,1.2.0.0/16,"(1638, 237, 293, 10886, 27)"
1640,1.2.0.0/16,"(1640, 6461, 10886, 27)"
1642,1.2.0.0/16,"(1642, 7018, 3257, 10886, 27)"
1643,1.2.0.0/16,"(1643, 26801, 6939, 2152, 25)"
1645,1.2.0.0/16,"(1645, 6939, 2152, 25)"
1647,1.2.0.0/16,"(1647, 174, 10886, 27)"
1648,1.2.0.0/16,"(1648, 22773, 49544, 2152, 25)"
1650,1.2.0.0/16,"(1650, 10578, 293, 10886, 27)"
1651,1.2.0.0/16,"(1651, 7018, 3257, 10886, 27)"
1652,1.2.0.0/16,"(1652, 33363, 20115, 11164, 2152, 25)"
1653,1.2.0.0/16,"(1653, 3399, 42, 10886, 27)"
1657,1.2.0.0/16,"(1657, 18540, 286, 42, 10886, 27)"
1659,1.2.0.0/16,"(1659, 3462, 1828, 11164, 2152, 25)"
1661,1.2.0.0/16,"(1661, 701, 3257, 10886, 27)"
1670,1.2.0.0/16,"(1670, 703, 49544, 2152, 25)"
1678,1.2.0.0/16,"(1678, 286, 10886, 27)"
1680,1.2.0.0/16,"(1680, 6939, 2152, 25)"
1689,1.2.0.0/16,"(1689, 701, 3257, 10886, 27)"
1696,1.2.0.0/16,"(1696, 702, 1299, 10886, 27)"
1699,1.2.0.0/16,"(1699, 701, 3257, 10886, 27)"
1700,1.2.0.0/16,"(1700, 8, 4557, 6939, 2152, 25)"
1702,1.2.0.0/16,"(1702, 6325, 293, 10886, 27)"
1704,1.2.0.0/16,"(1704, 9318, 2152, 25)"
1706,1.2.0.0/16,"(1706, 22773, 49544, 2152, 25)"
1712,1.2.0.0/16,"(1712, 3356, 10886, 27)"
1724,1.2.0.0/16,"(1724, 2200, 49544, 2152, 25)"
1729,1.2.0.0/16,"(1729, 3301, 3399, 42, 10886, 27)"
1730,1.2.0.0/16,"(1730, 577, 174, 10886, 27)"
1732,1.2.0.0/16,"(1732, 12552, 42, 10886, 27)"
1734,1.2.0.0/16,"(1734, 6939, 2152, 25)"
1736,1.2.0.0/16,"(1736, 3356, 10886, 27)"
1738,1.2.0.0/16,"(1738, 6453, 7342, 2152, 25)"
1741,1.2.0.0/16,"(1741, 6939, 2152, 25)"
1742,1.2.0.0/16,"(1742, 174, 10886, 27)"
1746,1.2.0.0/16,"(1746, 13767, 6939, 2152, 25)"
1747,1.2.0.0/16,"(1747, 46887, 2906, 2152, 25)"
1751,1.2.0.0/16,"(1751, 7018, 3257, 10886, 27)"
1754,1.2.0.0/16,"(1754, 680, 2635, 2152, 25)"
1755,1.2.0.0/16,"(1755, 1880, 6939, 2152, 25)"
1756,1.2.0.0/16,"(1756, 58224, 49666, 6939, 2152, 25)"
1757,1.2.0.0/16,"(1757, 3356, 10886, 27)"
1759,1.2.0.0/16,"(1759, 6667, 42, 10886, 27)"
1761,1.2.0.0/16,"(1761, 3356, 10886, 27)"
1764,1.2.0.0/16,"(1764, 42, 10886, 27)"
1766,1.2.0.0/16,"(1766, 3356, 10886, 27)"
1770,1.2.0.0/16,"(1770, 50304, 7342, 2152, 25)"
1776,1.2.0.0/16,"(1776, 1853, 2635, 2152, 25)"
1777,1.2.0.0/16,"(1777, 7018, 3257, 10886, 27)"
1780,1.2.0.0/16,"(1780, 701, 3257, 10886, 27)"
1781,1.2.0.0/16,"(1781, 3786, 2152, 25)"
1782,1.2.0.0/16,"(1782, 3356, 10886, 27)"
1786,1.2.0.0/16,"(1786, 7018, 3257, 10886, 27)"
1787,1.2.0.0/16,"(1787, 23764, 1828, 11164, 2152, 25)"
1790,1.2.0.0/16,"(1790, 174, 10886, 27)"
1798,1.2.0.0/16,"(1798, 49544, 2152, 25)"
1802,1.2.0.0/16,"(1802, 15830, 42, 10886, 27)"
1809,1.2.0.0/16,"(1809, 3356, 10886, 27)"
1812,1.2.0.0/16,"(1812, 3356, 10886, 27)"
1813,1.2.0.0/16,"(1813, 1273, 2516, 2152, 25)"
1818,1.2.0.0/16,"(1818, 3356, 10886, 27)"
1819,1.2.0.0/16,"(1819, 22773, 49544, 2152, 25)"
1820,1.2.0.0/16,"(1820, 293, 10886, 27)"
1821,1.2.0.0/16,"(1821, 3356, 10886, 27)"
1823,1.2.0.0/16,"(1823, 33490, 13335, 2152, 25)"
1824,1.2.0.0/16,"(1824, 577, 174, 10886, 27)"
1825,1.2.0.0/16,"(1825, 174, 10886, 27)"
1826,1.2.0.0/16,"(1826, 40581, 6939, 2152, 25)"
1827,1.2.0.0/16,"(1827, 5650, 293, 10886, 27)"
1828,1.2.0.0/16,"(1828, 2152, 25)"
1830,1.2.0.0/16,"(1830, 11096, 293, 10886, 27)"
1831,1.2.0.0/16,"(1831, 18734, 14907, 2152, 25)"
1832,1.2.0.0/16,"(1832, 16905, 293, 10886, 27)"
1835,1.2.0.0/16,"(1835, 6939, 2152, 25)"
1836,1.2.0.0/16,"(1836, 42, 10886, 27)"
1837,1.2.0.0/16,"(1837, 1103, 49544, 2152, 25)"
1840,1.2.0.0/16,"(1840, 8151, 2152, 25)"
1842,1.2.0.0/16,"(1842, 3549, 13335, 2152, 25)"
1848,1.2.0.0/16,"(1848, 10886, 27)"
1850,1.2.0.0/16,"(1850, 2603, 1828, 11164, 2152, 25)"
1851,1.2.0.0/16,"(1851, 7575, 2152, 25)"
1852,1.2.0.0/16,"(1852, 46887, 2906, 2152, 25)"
1853,1.2.0.0/16,"(1853, 2635, 2152, 25)"
1855,1.2.0.0/16,"(1855, 3356, 10886, 27)"
1856,1.2.0.0/16,"(1856, 7018, 3257, 10886, 27)"
1857,1.2.0.0/16,"(1857, 7018, 3257, 10886, 27)"
1858,1.2.0.0/16,"(1858, 7018, 3257, 10886, 27)"
1859,1.2.0.0/16,"(1859, 7018, 3257, 10886, 27)"
1878,1.2.0.0/16,"(1878, 1880, 6939, 2152, 25)"
1880,1.2.0.0/16,"(1880, 6939, 2152, 25)"
1881,1.2.0.0/16,"(1881, 1880, 6939, 2152, 25)"
1882,1.2.0.0/16,"(1882, 1653, 3399, 42, 10886, 27)"
1883,1.2.0.0/16,"(1883, 1257, 1299, 10886, 27)"
1885,1.2.0.0/16,"(1885, 34984, 286, 42, 10886, 27)"
1886,1.2.0.0/16,"(1886, 6939, 2152, 25)"
1888,1.2.0.0/16,"(1888, 1103, 49544, 2152, 25)"
1897,1.2.0.0/16,"(1897, 2860, 6939, 2152, 25)"
1898,1.2.0.0/16,"(1898, 12731, 174, 10886, 27)"
1902,1.2.0.0/16,"(1902, 3320, 293, 10886, 27)"
1906,1.2.0.0/16,"(1906, 7018, 3257, 10886, 27)"
1909,1.2.0.0/16,"(1909, 195, 293, 10886, 27)"
1916,1.2.0.0/16,"(1916, 6939, 2152, 25)"
1921,1.2.0.0/16,"(1921, 5405, 42, 10886, 27)"
1922,1.2.0.0/16,"(1922, 6939, 2152, 25)"
1926,1.2.0.0/16,"(1926, 1741, 6939, 2152, 25)"
1929,1.2.0.0/16,"(1929, 293, 10886, 27)"
1930,1.2.0.0/16,"(1930, 6939, 2152, 25)"
1932,1.2.0.0/16,"(1932, 3356, 10886, 27)"
1935,1.2.0.0/16,"(1935, 2200, 49544, 2152, 25)"
1938,1.2.0.0/16,"(1938, 2200, 49544, 2152, 25)"
1942,1.2.0.0/16,"(1942, 2200, 49544, 2152, 25)"
1945,1.2.0.0/16,"(1945, 2200, 49544, 2152, 25)"
1955,1.2.0.0/16,"(1955, 49544, 2152, 25)"
1958,1.2.0.0/16,"(1958, 13335, 2152, 25)"
1961,1.2.0.0/16,"(1961, 51964, 2874, 49544, 2152, 25)"
1965,1.2.0.0/16,"(1965, 3356, 10886, 27)"
1967,1.2.0.0/16,"(1967, 8517, 8674, 293, 10886, 27)"
1968,1.2.0.0/16,"(1968, 286, 42, 10886, 27)"
1970,1.2.0.0/16,"(1970, 6922, 6939, 2152, 25)"
1975,1.2.0.0/16,"(1975, 3356, 10886, 27)"
1982,1.2.0.0/16,"(1982, 6939, 2152, 25)"
1983,1.2.0.0/16,"(1983, 13335, 2152, 25)"
1996,1.2.0.0/16,"(1996, 174, 10886, 27)"
1999,1.2.0.0/16,"(1999, 3356, 10886, 27)"
2000,1.2.0.0/16,"(2000, 4713, 2518, 714, 2152, 25)"
2002,1.2.0.0/16,"(2002, 286, 10886, 27)"
2003,1.2.0.0/16,"(2003, 3356, 10886, 27)"
2011,1.2.0.0/16,"(2011, 3356, 10886, 27)"
2012,1.2.0.0/16,"(2012, 1955, 49544, 2152, 25)"
2013,1.2.0.0/16,"(2013, 3356, 10886, 27)"
2015,1.2.0.0/16,"(2015, 20473, 293, 10886, 27)"
2018,1.2.0.0/16,"(2018, 293, 10886, 27)"
2021,1.2.0.0/16,"(2021, 2688, 3356, 10886, 27)"
2024,1.2.0.0/16,"(2024, 7018, 3257, 10886, 27)"
2025,1.2.0.0/16,"(2025, 600, 14907, 2152, 25)"
2026,1.2.0.0/16,"(2026, 20904, 6939, 2152, 25)"
2027,1.2.0.0/16,"(2027, 2635, 2152, 25)"
2030,1.2.0.0/16,"(2030, 2687, 49544, 2152, 25)"
2031,1.2.0.0/16,"(2031, 7018, 3257, 10886, 27)"
2033,1.2.0.0/16,"(2033, 174, 10886, 27)"
2036,1.2.0.0/16,"(2036, 1853, 2635, 2152, 25)"
2037,1.2.0.0/16,"(2037, 2152, 25)"
2041,1.2.0.0/16,"(2041, 2381, 42, 10886, 27)"
2042,1.2.0.0/16,"(2042, 3491, 293, 10886, 27)"
2043,1.2.0.0/16,"(2043, 1136, 714, 2152, 25)"
2044,1.2.0.0/16,"(2044, 714, 2152, 25)"
2047,1.2.0.0/16,"(2047, 174, 10886, 27)"
2055,1.2.0.0/16,"(2055, 22773, 49544, 2152, 25)"
2060,1.2.0.0/16,"(2060, 1945, 2200, 49544, 2152, 25)"
2067,1.2.0.0/16,"(2067, 2200, 49544, 2152, 25)"
2072,1.2.0.0/16,"(2072, 49544, 2152, 25)"
2088,1.2.0.0/16,"(2088, 21351, 6939, 2152, 25)"
2089,1.2.0.0/16,"(2089, 2200, 49544, 2152, 25)"
2094,1.2.0.0/16,"(2094, 49544, 2152, 25)"
2103,1.2.0.0/16,"(2103, 2200, 49544, 2152, 25)"
2107,1.2.0.0/16,"(2107, 26415, 8298, 36236, 11164, 2152, 25)"
2108,1.2.0.0/16,"(2108, 6939, 2152, 25)"
2110,1.2.0.0/16,"(2110, 6939, 2152, 25)"
2111,1.2.0.0/16,"(2111, 6939, 2152, 25)"
2114,1.2.0.0/16,"(2114, 766, 6939, 2152, 25)"
2115,1.2.0.0/16,"(2115, 20804, 9505, 2152, 25)"
2116,1.2.0.0/16,"(2116, 6667, 42, 10886, 27)"
2117,1.2.0.0/16,"(2117, 680, 2635, 2152, 25)"
2119,1.2.0.0/16,"(2119, 42, 10886, 27)"
2128,1.2.0.0/16,"(2128, 6939, 2152, 25)"
2129,1.2.0.0/16,"(2129, 1759, 6667, 42, 10886, 27)"
2134,1.2.0.0/16,"(2134, 6424, 3786, 2152, 25)"
2140,1.2.0.0/16,"(2140, 3356, 10886, 27)"
2147,1.2.0.0/16,"(2147, 286, 10886, 27)"
2148,1.2.0.0/16,"(2148, 59624, 293, 10886, 27)"
2149,1.2.0.0/16,"(2149, 174, 10886, 27)"
2152,1.2.0.0/16,"(2152, 25)"
2153,1.2.0.0/16,"(2153, 293, 10886, 27)"
2154,1.2.0.0/16,"(2154, 2686, 3257, 10886, 27)"
2165,1.2.0.0/16,"(2165, 62, 6939, 2152, 25)"
2173,1.2.0.0/16,"(2173, 3356, 10886, 27)"
2187,1.2.0.0/16,"(2187, 2200, 49544, 2152, 25)"
2198,1.2.0.0/16,"(2198, 18200, 49544, 2152, 25)"
2199,1.2.0.0/16,"(2199, 21351, 6939, 2152, 25)"
2200,1.2.0.0/16,"(2200, 49544, 2152, 25)"
2202,1.2.0.0/16,"(2202, 2200, 49544, 2152, 25)"
2259,1.2.0.0/16,"(2259, 2200, 49544, 2152, 25)"
2263,1.2.0.0/16,"(2263, 2200, 49544, 2152, 25)"
2269,1.2.0.0/16,"(2269, 2200, 49544, 2152, 25)"
2274,1.2.0.0/16,"(2274, 3356, 10886, 27)"
2278,1.2.0.0/16,"(2278, 3215, 2906, 2152, 25)"
2280,1.2.0.0/16,"(2280, 6939, 2152, 25)"
2285,1.2.0.0/16,"(2285, 5511, 3257, 10886, 27)"
2286,1.2.0.0/16,"(2286, 3215, 2906, 2152, 25)"
2287,1.2.0.0/16,"(2287, 5511, 3257, 10886, 27)"
2288,1.2.0.0/16,"(2288, 174, 10886, 27)"
2379,1.2.0.0/16,"(2379, 22561, 209, 3257, 10886, 27)"
2381,1.2.0.0/16,"(2381, 42, 10886, 27)"
2384,1.2.0.0/16,"(2384, 3356, 10886, 27)"
2385,1.2.0.0/16,"(2385, 1237, 4766, 2152, 25)"
2426,1.2.0.0/16,"(2426, 2200, 49544, 2152, 25)"
2439,1.2.0.0/16,"(2439, 2200, 49544, 2152, 25)"
2445,1.2.0.0/16,"(2445, 2200, 49544, 2152, 25)"
2450,1.2.0.0/16,"(2450, 2200, 49544, 2152, 25)"
2457,1.2.0.0/16,"(2457, 2200, 49544, 2152, 25)"
2462,1.2.0.0/16,"(2462, 2200, 49544, 2152, 25)"
2470,1.2.0.0/16,"(2470, 21351, 6939, 2152, 25)"
2471,1.2.0.0/16,"(2471, 21351, 6939, 2152, 25)"
2472,1.2.0.0/16,"(2472, 21351, 6939, 2152, 25)"
2484,1.2.0.0/16,"(2484, 14907, 2152, 25)"
2485,1.2.0.0/16,"(2485, 174, 10886, 27)"
2486,1.2.0.0/16,"(2486, 6461, 10886, 27)"
2488,1.2.0.0/16,"(2488, 1853, 2635, 2152, 25)"
2494,1.2.0.0/16,"(2494, 1853, 2635, 2152, 25)"
2495,1.2.0.0/16,"(2495, 6939, 2152, 25)"
2496,1.2.0.0/16,"(2496, 2495, 6939, 2152, 25)"
2497,1.2.0.0/16,"(2497, 42, 10886, 27)"
2500,1.2.0.0/16,"(2500, 42, 10886, 27)"
2501,1.2.0.0/16,"(2501, 2500, 42, 10886, 27)"
2504,1.2.0.0/16,"(2504, 2907, 101, 2152, 25)"
2505,1.2.0.0/16,"(2505, 2907, 101, 2152, 25)"
2506,1.2.0.0/16,"(2506, 2907, 101, 2152, 25)"
2508,1.2.0.0/16,"(2508, 2907, 101, 2152, 25)"
2511,1.2.0.0/16,"(2511, 173, 49544, 2152, 25)"
2512,1.2.0.0/16,"(2512, 2519, 6939, 2152, 25)"
2513,1.2.0.0/16,"(2513, 2907, 101, 2152, 25)"
2514,1.2.0.0/16,"(2514, 6939, 2152, 25)"
2515,1.2.0.0/16,"(2515, 6939, 2152, 25)"
2516,1.2.0.0/16,"(2516, 2152, 25)"
2518,1.2.0.0/16,"(2518, 42, 10886, 27)"
2519,1.2.0.0/16,"(2519, 6939, 2152, 25)"
2522,1.2.0.0/16,"(2522, 2497, 42, 10886, 27)"
2523,1.2.0.0/16,"(2523, 2907, 101, 2152, 25)"
2526,1.2.0.0/16,"(2526, 4713, 2516, 2152, 25)"
2527,1.2.0.0/16,"(2527, 8220, 2152, 25)"
2532,1.2.0.0/16,"(2532, 10886, 27)"
2535,1.2.0.0/16,"(2535, 13335, 2152, 25)"
2539,1.2.0.0/16,"(2539, 10753, 701, 174, 10886, 27)"
2544,1.2.0.0/16,"(2544, 49544, 2152, 25)"
2546,1.2.0.0/16,"(2546, 5408, 8280, 26415, 8298, 36236, 11164, 2152, 25)"
2547,1.2.0.0/16,"(2547, 1955, 49544, 2152, 25)"
2549,1.2.0.0/16,"(2549, 174, 10886, 27)"
2552,1.2.0.0/16,"(2552, 14907, 2152, 25)"
2553,1.2.0.0/16,"(2553, 11096, 293, 10886, 27)"
2559,1.2.0.0/16,"(2559, 8220, 2152, 25)"
2561,1.2.0.0/16,"(2561, 8452, 293, 10886, 27)"
2562,1.2.0.0/16,"(2562, 7018, 3257, 10886, 27)"
2563,1.2.0.0/16,"(2563, 3786, 2152, 25)"
2567,1.2.0.0/16,"(2567, 174, 10886, 27)"
2568,1.2.0.0/16,"(2568, 577, 174, 10886, 27)"
2570,1.2.0.0/16,"(2570, 4648, 2152, 25)"
2571,1.2.0.0/16,"(2571, 3356, 10886, 27)"
2572,1.2.0.0/16,"(2572, 1299, 10886, 27)"
2575,1.2.0.0/16,"(2575, 3356, 10886, 27)"
2577,1.2.0.0/16,"(2577, 5219, 3356, 10886, 27)"
2578,1.2.0.0/16,"(2578, 25341, 49544, 2152, 25)"
2579,1.2.0.0/16,"(2579, 577, 174, 10886, 27)"
2585,1.2.0.0/16,"(2585, 20485, 2635, 2152, 25)"
2586,1.2.0.0/16,"(2586, 6939, 2152, 25)"
2587,1.2.0.0/16,"(2587, 2895, 6939, 2152, 25)"
2588,1.2.0.0/16,"(2588, 13194, 2906, 2152, 25)"
2589,1.2.0.0/16,"(2589, 174, 10886, 27)"
2590,1.2.0.0/16,"(2590, 49544, 2152, 25)"
2592,1.2.0.0/16,"(2592, 8517, 8674, 293, 10886, 27)"
2593,1.2.0.0/16,"(2593, 49544, 2152, 25)"
2594,1.2.0.0/16,"(2594, 6939, 2152, 25)"
2597,1.2.0.0/16,"(2597, 12637, 714, 2152, 25)"
2598,1.2.0.0/16,"(2598, 2597, 12637, 714, 2152, 25)"
2600,1.2.0.0/16,"(2600, 9121, 6461, 10886, 27)"
2601,1.2.0.0/16,"(2601, 34700, 6939, 2152, 25)"
2602,1.2.0.0/16,"(2602, 49544, 2152, 25)"
2603,1.2.0.0/16,"(2603, 42, 10886, 27)"
2606,1.2.0.0/16,"(2606, 8903, 6939, 2152, 25)"
2607,1.2.0.0/16,"(2607, 42, 10886, 27)"
2609,1.2.0.0/16,"(2609, 286, 42, 10886, 27)"
2611,1.2.0.0/16,"(2611, 293, 10886, 27)"
2613,1.2.0.0/16,"(2613, 42, 10886, 27)"
2614,1.2.0.0/16,"(2614, 49544, 2152, 25)"
2615,1.2.0.0/16,"(2615, 6939, 2152, 25)"
2621,1.2.0.0/16,"(2621, 668, 49544, 2152, 25)"
2631,1.2.0.0/16,"(2631, 3356, 10886, 27)"
2634,1.2.0.0/16,"(2634, 701, 3257, 10886, 27)"
2635,1.2.0.0/16,"(2635, 2152, 25)"
2636,1.2.0.0/16,"(2636, 7018, 3257, 10886, 27)"
2637,1.2.0.0/16,"(2637, 174, 10886, 27)"
2639,1.2.0.0/16,"(2639, 293, 10886, 27)"
2640,1.2.0.0/16,"(2640, 293, 2516, 2152, 25)"
2641,1.2.0.0/16,"(2641, 195, 293, 10886, 27)"
2642,1.2.0.0/16,"(2642, 286, 10886, 27)"
2643,1.2.0.0/16,"(2643, 59624, 293, 10886, 27)"
2647,1.2.0.0/16,"(2647, 49544, 2152, 25)"
2648,1.2.0.0/16,"(2648, 3477, 11956, 293, 10886, 27)"
2650,1.2.0.0/16,"(2650, 6461, 10886, 27)"
2653,1.2.0.0/16,"(2653, 852, 42, 10886, 27)"
2667,1.2.0.0/16,"(2667, 812, 14907, 2152, 25)"
2683,1.2.0.0/16,"(2683, 3267, 6939, 2152, 25)"
2685,1.2.0.0/16,"(2685, 6939, 2152, 25)"
2686,1.2.0.0/16,"(2686, 3257, 10886, 27)"
2687,1.2.0.0/16,"(2687, 49544, 2152, 25)"
2688,1.2.0.0/16,"(2688, 3356, 10886, 27)"
2695,1.2.0.0/16,"(2695, 7018, 3257, 10886, 27)"
2697,1.2.0.0/16,"(2697, 7633, 55836, 13335, 2152, 25)"
2698,1.2.0.0/16,"(2698, 11164, 2152, 25)"
2701,1.2.0.0/16,"(2701, 2495, 6939, 2152, 25)"
2703,1.2.0.0/16,"(2703, 33657, 3356, 10886, 27)"
2705,1.2.0.0/16,"(2705, 7018, 3257, 10886, 27)"
2707,1.2.0.0/16,"(2707, 6939, 2152, 25)"
2708,1.2.0.0/16,"(2708, 17072, 2152, 25)"
2711,1.2.0.0/16,"(2711, 19151, 2152, 25)"
2713,1.2.0.0/16,"(2713, 7575, 2152, 25)"
2715,1.2.0.0/16,"(2715, 6939, 2152, 25)"
2716,1.2.0.0/16,"(2716, 6057, 42, 10886, 27)"
2721,1.2.0.0/16,"(2721, 286, 42, 10886, 27)"
2723,1.2.0.0/16,"(2723, 62, 6939, 2152, 25)"
2725,1.2.0.0/16,"(2725, 4136, 49544, 2152, 25)"
2726,1.2.0.0/16,"(2726, 6461, 10886, 27)"
2727,1.2.0.0/16,"(2727, 3356, 10886, 27)"
2728,1.2.0.0/16,"(2728, 49544, 2152, 25)"
2729,1.2.0.0/16,"(2729, 174, 10886, 27)"
2731,1.2.0.0/16,"(2731, 6939, 2152, 25)"
2732,1.2.0.0/16,"(2732, 7018, 3257, 10886, 27)"
2734,1.2.0.0/16,"(2734, 293, 10886, 27)"
2735,1.2.0.0/16,"(2735, 852, 2635, 2152, 25)"
2738,1.2.0.0/16,"(2738, 398427, 174, 10886, 27)"
2740,1.2.0.0/16,"(2740, 396304, 33576, 286, 42, 10886, 27)"
2756,1.2.0.0/16,"(2756, 7474, 714, 2152, 25)"
2763,1.2.0.0/16,"(2763, 31898, 2152, 25)"
2764,1.2.0.0/16,"(2764, 4826, 42, 10886, 27)"
2768,1.2.0.0/16,"(2768, 46887, 2906, 2152, 25)"
2769,1.2.0.0/16,"(2769, 15164, 14907, 2152, 25)"
2773,1.2.0.0/16,"(2773, 3320, 293, 10886, 27)"
2792,1.2.0.0/16,"(2792, 3320, 293, 10886, 27)"
2799,1.2.0.0/16,"(2799, 1257, 1299, 10886, 27)"
2818,1.2.0.0/16,"(2818, 9505, 2152, 25)"
2821,1.2.0.0/16,"(2821, 49544, 2152, 25)"
2824,1.2.0.0/16,"(2824, 3356, 10886, 27)"
2828,1.2.0.0/16,"(2828, 3257, 10886, 27)"
2831,1.2.0.0/16,"(2831, 1653, 3399, 42, 10886, 27)"
2832,1.2.0.0/16,"(2832, 2603, 42, 10886, 27)"
2833,1.2.0.0/16,"(2833, 1653, 3399, 42, 10886, 27)"
2834,1.2.0.0/16,"(2834, 1653, 3399, 42, 10886, 27)"
2836,1.2.0.0/16,"(2836, 12381, 8473, 14907, 2152, 25)"
2837,1.2.0.0/16,"(2837, 1653, 3399, 42, 10886, 27)"
2838,1.2.0.0/16,"(2838, 1653, 3399, 42, 10886, 27)"
2840,1.2.0.0/16,"(2840, 8473, 14907, 2152, 25)"
2841,1.2.0.0/16,"(2841, 1653, 3399, 42, 10886, 27)"
2842,1.2.0.0/16,"(2842, 1653, 3399, 42, 10886, 27)"
2843,1.2.0.0/16,"(2843, 1653, 3399, 42, 10886, 27)"
2844,1.2.0.0/16,"(2844, 1653, 3399, 42, 10886, 27)"
2846,1.2.0.0/16,"(2846, 1653, 3399, 42, 10886, 27)"
2847,1.2.0.0/16,"(2847, 6939, 2152, 25)"
2850,1.2.0.0/16,"(2850, 1213, 6461, 10886, 27)"
2852,1.2.0.0/16,"(2852, 49544, 2152, 25)"
2854,1.2.0.0/16,"(2854, 49544, 2152, 25)"
2856,1.2.0.0/16,"(2856, 6461, 10886, 27)"
2857,1.2.0.0/16,"(2857, 6461, 10886, 27)"
2859,1.2.0.0/16,"(2859, 12381, 8473, 14907, 2152, 25)"
2860,1.2.0.0/16,"(2860, 6939, 2152, 25)"
2863,1.2.0.0/16,"(2863, 42708, 2906, 2152, 25)"
2864,1.2.0.0/16,"(2864, 3255, 32590, 2152, 25)"
2872,1.2.0.0/16,"(2872, 34984, 286, 42, 10886, 27)"
2874,1.2.0.0/16,"(2874, 49544, 2152, 25)"
2875,1.2.0.0/16,"(2875, 59624, 293, 10886, 27)"
2876,1.2.0.0/16,"(2876, 24940, 14907, 2152, 25)"
2886,1.2.0.0/16,"(2886, 16842, 4181, 11164, 2152, 25)"
2894,1.2.0.0/16,"(2894, 7018, 3257, 10886, 27)"
2895,1.2.0.0/16,"(2895, 6939, 2152, 25)"
